Rank,Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Genre,Director,Actor
811,내 모 사랑을 불태워,nan,1003000,0.0,1003000,551,551,2,11,스웨덴,스웨덴,nan,nan,nan,드라마,비욘 룬게,nan
811,별의 목소리 X 초속5센티미터,nan,4179793,0.0,16474783,551,1913,5,103,일본,일본,nan,(주)미디어캐슬,12세이상관람가,애니메이션,신카이 마코,nan
811,쇼잉 ,nan,3377000,0.0,3377000,551,551,1,4,미국,미국,nan,nan,nan,드라마,nan,nan
814,라라미에서 온 사나이,nan,1100000,0.0,7702000,550,3996,1,12,미국,미국,콜럼비아 픽쳐스 코포레이션,nan,nan,"액션,서부극(웨스턴),미스터리",안소니 만,"제임스 스튜어트,아서 케네디,도날드 크리스프,캐시 오도넬,알렉스 니콜,알린 맥마흔,월러스 포드,잭 엘램"
814,오션스 일레븐,nan,1110000,0.0,5915000,550,2677,1,18,미국,미국,nan,nan,nan,"범죄,코미디",루이스 마일스톤,"프랭크 시내트라,딘 마틴,새미 데이비스 주니어,피터 로포드,앤지 디킨슨"
816,로미오와 줄리엣,nan,1098000,0.0,6813000,549,3394,1,12,영국,"영국,이탈리아",nan,nan,nan,멜로/로맨스,레나 카스텔라니,로렌스 하비
816,시라노,nan,1108000,0.0,4371000,549,2163,1,21,미국,미국,nan,nan,nan,드라마,마이클 고,호세 페레
818,존 ,2015-01-21,3354552,0.0,964995270,547,122857,18,98,미국,미국,nan,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",청소년관람불가,"액션,스릴러","데이빗 레이치,채드 스타헬스키","키아누 리브스,애드리앤 팰리키,윌렘 데포"
818,존  3: 파라벨룸,2019-06-26,3320822,0.0,8238140180,547,1007930,16,96,미국,미국,nan,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",청소년관람불가,"액션,범죄,스릴러",채드 스타헬스키,"키아누 리브스,할리 베리,로렌스 피쉬번,이안 맥쉐인"
820,포켓에 가득찬 행복,nan,1144000,0.0,6438000,546,2631,1,22,미국,미국,nan,nan,nan,"코미디,드라마",프랭크 카프라,"글렌 포드,베티 데이비스"
821,갈채,nan,1089000,0.0,13132000,542,6202,1,19,미국,미국,파라마운트 픽쳐스,nan,nan,드라마,조지 시튼,nan
821,오네긴,nan,16672000,0.0,16672000,542,542,16,88,독일,독일,nan,nan,nan,공연,존 크랑코,nan
821,오싹한 동거,2022-08-17,5120000,0.0,5120000,542,542,5,56,한국,한국,(주)컨택트미디어,(주)컨택트미디어,12세이상관람가,"멜로/로맨스,공포(호러)",황경성,"김소정,정찬우,이유진,이중문,김예지,송영숙,주수경,박상후,이승철,박형섭,오채아,김환,박은우,박하연,유지완,이지원,송인호,구종근,이승민,박선오,배은영,오정민,박창현,박영,김민지,이동찬"
824,나의 특별한 형제,2019-05-01,3656000,0.0,12086282074,541,1478841,1,7,한국,한국,"(주)명필름,(주)조이래빗",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,코미디",육상효,"신하균,이광수,이솜,박철민,권해효,길해연,양소민,배명진,김자영,김한나,양조아,김기천,고봉구,김경남,송철호,박정훈,서지원,김동훈,신안진,신안진,김민석,안지호,우지현,우지현,오세은,김서원,김현빈,이선주,김희창,윤정로,김승태,강은아,김중기,고현준,이채은,이호원,목규리,김태완,최광일,이도엽,김윤호,연승빈,전채원,서희,선종남,한경원,한별,정유민"
825,봉오동 전투,2019-08-07,4810500,0.0,40593705038,539,4788118,3,23,한국,한국,"(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",(주)쇼박스,15세이상관람가,"사극,액션,드라마",원신연,"유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키,박지환,최유화,성유빈,이재인,다이 코타로,고민시,지웅배,양현민,김기태,김규백,강민재,박도하,동윤석,곽진석,김대건,박시윤,권혁성,박영복,김경로,김경준,김경희,김관수,박재형,박준성,박지열,손우진,김동규,박훈,박희순,배성민,김두현,백경록,백승환,안성진,유경훈,김병국,어주선,오상무,오상윤,오승호,오진석,윤병희,김세한,윤선용,김현민,이정민,최민식,장세용,김현철,허인구,허인범,이준우,장의돈,김재현,홍범기,홍상표,장현석,전동현,전두식,홍진기,홍희자,윤종구,이수호,강내균,정미남,김연,강신구,강신형,이경욱,강준석,이관훈,이광기,고한민,고한수,지성은,곽예준,권성영,이대광,김길중,이도용,김리승,이연빈,김학충,이한종,김승완,김용석,임세운,임정환,이예지,임동욱,조셉,조영동,노재훈,조원빈,김철윤,주광현,남동명,김태형,장원일,문동식,원진,위민국,김태준,유명훈,노시홍,지명근,정광희,진근호,정동근,민상우,정윤철,신한울,윤서진,채장열,이인규,정재우,박범석,이권식,심소영,김유진,이민혁,박승준,박야성,최유화,이웅빈,손민호,양정두,장인수,여윤호,최홍락,염석무,전영인,최희열,전중용,오문강,서정식,오재윤,장나라,장래군,원풍연,장병수,오현근,백종승,백효성,한국인,한도진,황태인,한태양,홍민수,곽진석,장이준"
825,제시는 그때 스무살이었다,2023-12-14,5753000,0.0,5753000,539,539,2,6,한국,한국,주식회사 시네마서울,시네마 뉴원,청소년관람불가,드라마,한명구,"설향,임영서,장명운,오안진,박승현,연두홍(본 : 윤영애),장수 (본 김정민),김가빈 (본 :김자람),안효진,이예진,김재근,변현식,유영미,김창조,백경훈,유승희,박영호,김유행,임송이,김채리,윤진,안성경,오상철,홍석연,안병경,김형일,장영희,이경림,박경흠,이경선,황태현,정시아,호령,이혜령,오상철,박선애,임연희,김류경,박서영,오상철,우명덕,김명호,오대천"
825,추격기,nan,1078000,0.0,1848000,539,919,1,18,미국,미국,nan,nan,nan,"액션,드라마,멜로/로맨스",딕 파웰,"로버트 미첨,로버트 와그너,리차드 에건"
828,젊은 사자들,nan,1172000,0.0,10776500,538,5380,1,14,미국,미국,nan,nan,nan,"드라마,전쟁",에드워드 디미트릭,"말 브란도,몽고메리 클리프트,딘 마틴"
829,차와 동정,nan,1072000,0.0,9028000,536,4480,1,12,미국,미국,nan,nan,nan,드라마,빈센트 미넬리,데보라 카
830,말타의 매,nan,1068000,0.0,4799000,534,1708,1,12,미국,미국,nan,nan,nan,"범죄,미스터리",존 휴스턴,"험프리 보가트,메리 아스"
830,자렌에서의 탈출,nan,1073000,0.0,1786000,534,924,1,12,미국,미국,nan,nan,nan,액션,로날드 님,"율 브린너,살 미네오"
832,연평해전,2015-06-24,3410000,0.0,45572665830,527,6045726,1,7,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,김율호,진구,이현우,이완,이청아,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일,김희정,한창현,장의수,한이진,천지"
833,뮤지컬 더 데빌 2021,2023-05-11,10268500,0.0,10268500,526,526,10,40,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"공연,뮤지컬",조윤수,nan
833,이스터 선데이,2022-12-28,5050800,0.0,5050800,526,526,28,218,미국,미국,nan,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,"코미디,드라마",제이 챈드라세카,nan
835,5시부터 7시까지 클레오,nan,4462000,0.0,15510000,524,2049,1,38,프랑스,"프랑스,이탈리아",nan,(주)영화사 안다미로,nan,드라마,아녜스 바르다,"코린느 마르샹,앙트완느 부르세이에"
835,크리미널 트위스트,2022-06-07,2444000,0.0,2444000,524,524,50,92,영국,영국,nan,(유)조이앤시네마,15세이상관람가,"액션,코미디",마틴 오웬,nan
837,비텔로니,nan,5043100,0.0,5540100,523,602,9,108,이탈리아,"이탈리아,프랑스",nan,nan,nan,"코미디,드라마",페데리코 펠리니,"프랑코 인터렌치,알베르 소르디,프랭코 파브리지,레오폴도 트리에스테"
837,여사장,nan,1089500,0.0,6146500,523,3059,1,22,한국,한국,nan,nan,nan,"코미디,멜로/로맨스",한형모,"조미령,이수련"
839,기사도,nan,1044000,0.0,4125000,522,2060,1,12,프랑스,프랑스,nan,nan,nan,"멜로/로맨스,전쟁",안드레 헌벨,"장 마레,부르빌"
839,해피 데스나이트,2022-05-18,2442000,0.0,2442000,522,522,50,90,미국,미국,nan,(유)조이앤시네마,15세이상관람가,공포(호러),에릭 포스버그,nan
841,The CMR2022 장철수의 큐레이션 2,nan,3626000,0.0,3626000,518,518,2,7,한국,한국,nan,nan,nan,기타,김재홍,nan
842,시로코,nan,1034000,0.0,5812000,517,2758,1,15,미국,미국,nan,nan,nan,"드라마,액션",커티스 베른하르트,"험프리 보가트,리 J. 콥"
843,세레나데,nan,1032000,0.0,4394000,516,2182,1,17,미국,미국,워너 브러더스 픽쳐스,nan,nan,드라마,안소니 만,"마리오 란자,사라 몬티엘,조안 폰테인,마리오 란자,Leonora Amar"
844,와일드 인 더 컨츄리,nan,1030000,0.0,3891000,515,1918,1,22,nan,nan,nan,nan,nan,nan,nan,nan
845,모아나,2017-01-12,5013500,0.0,18067097307,512,2311531,6,16,미국,미국,nan,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션," 클레멘츠,존 머스커","드웨인 존슨,아우이 크라발호,알란 터딕,제메인 클레멘트,테무에라 모리슨"
846,사장의 여비서,nan,1020000,0.0,3438000,510,1719,1,18,미국,미국,nan,nan,nan,"코미디,멜로/로맨스",리차드 퀴니,"주디 할리데이,폴 더글라스"
846,아이  즐라탄,nan,1414000,0.0,1414000,510,510,2,12,스웨덴,"스웨덴,덴마크,네덜란드",nan,nan,nan,드라마,nan,nan
848,21세기 피아노의 거장: 예프게니 키,nan,12341000,0.0,12341000,508,508,14,51,독일,독일,nan,(주)케빈앤컴퍼니,nan,공연,예프게니 키,nan
849,미끼,2023-12-14,4794445,0.0,4794445,507,507,25,146,한국,한국,(주)아크378,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",15세이상관람가,드라마,윤권수,"백진희,송재림,배유람"
849,비수,nan,1014000,0.0,6837000,507,3290,1,15,미국,미국,nan,nan,nan,드라마,헨리 킹,"그레고리 펙,데보라 카"
849,캐벌케이드,nan,1034000,0.0,4799000,507,2377,1,12,nan,nan,nan,nan,nan,nan,nan,nan
852,아버지의 인생,nan,1017000,0.0,3840000,506,1607,1,21,nan,nan,nan,nan,nan,nan,nan,nan
853,모로코,nan,1015000,0.0,5446000,505,2595,1,15,미국,미국,nan,nan,nan,멜로/로맨스,조세프 본 스텐버그,"게리 쿠퍼,마를렌느 디트리히"
853,무티: 주술살인,2024-01-17,4668417,0.0,4668417,505,505,40,197,미국,미국,nan,주식회사 제이씨엔터웍스,15세이상관람가,"범죄,스릴러,미스터리",조지 갈로,"모건 프리먼,콜 하우저"
853,비포 미드나잇,2013-05-22,4825000,0.0,1561561157,505,213070,1,30,미국,미국,nan,"(주)까멜리아이엔티,(주)팝엔터테인먼트",청소년관람불가,멜로/로맨스,리차드 링클레이터,"에단 호크,줄리 델피,샤무스 데이비 피츠패트릭"
856,"2021 스웨그 에이지 : 외쳐, 조선!",2021-05-13,10079500,0.0,44816400,504,4119,5,40,한국,한국,(주)피엘종합기획,(주)위즈온센,12세이상관람가,"뮤지컬,공연","우진하,곽기영","양희준,김수하,임현수,이경수,장재웅,정선기,정아영,김은총,심수영,김승용,김재형,노현창,황자영,민소영,류연진,임상희"
856,뮤지컬 더 데빌 2018,2023-05-10,9894500,0.0,9894500,504,504,10,38,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"공연,뮤지컬",조윤수,nan
858,타이거즈,nan,503000,0.0,503000,503,503,3,18,스웨덴,스웨덴,nan,nan,nan,드라마,nan,nan
859,배우의 꿈,2023-06-05,2958000,0.0,2958000,501,501,1,5,캐나다,캐나다,nan,신세기 유통,전체관람가,"가족,드라마",nan,nan
860,줄리어스 시저,nan,1000000,0.0,9376000,500,4571,1,12,미국,미국,nan,nan,nan,드라마,조셉 L. 맨키위즈,"말 브란도,존 길거드,제임스 메이슨"
861,반도,2020-07-15,4745500,0.0,33078694380,499,3812954,35,183,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",연상호,"강동원,이정현,권해효,김민재,구교환,김도윤,이레,이예원,김규백,황영희,장소연,문우진,차시원,박종범,김태준,이승진,안현빈,고동형,오진호,박성현,윤영균,오문강,유동균,김민송,김시호,박세준,김철윤,강전영,신희철,조용환,손윤환,조석인,김희수,김성호,이세랑,김세동,채우식,황윤호,김정승,이한,김평조,장나라,박범석,허승,김원훈,최세인,조전범,이조풍,미석,장격수,유성주,박충환,원진호,용재화,김이연,김희,선우,이태경,황필성,장락천,한성수,김윤도,박종범,박수찬,고나영,박찰리,이한,김만호,황윤호,김한솔,정현옥,윤상원,성백인,박시연,배윤민,최성식,남상우,권용덕,하길현,이보영,문바롬,김진욱,이단,이태환,안재원,전아희,지성은,이재우,김현우,명승훈,김민환,김빛나래,민정은,조현수,현직,김평조,한철훈,노재훈,김정승,김온림,김희진,강춘성,유성재,김태환,유재연,이유진,김오복,김은해,이승진,이도헌,전한승,강준석,공민규,김기태,김통령,김찬욱,김승완,배성민,소윤호,오재세,오현근,임지한,진근호,최정현,곽한훈,한시원,김영조,김왕도,박은철,이웅규,정승욱,김성호,김예원,김단비"
862,님포매니 감독판 볼륨1,nan,5476500,0.0,8843360,498,827,8,67,덴마크,덴마크,nan,nan,nan,드라마,nan,nan
862,디드씨 도시로가다,nan,996000,0.0,11005000,498,5270,1,16,미국,미국,콜롬비아,nan,nan,코미디,프랭크 카프라,"게리 쿠퍼,진 아서"
864,디아볼릭,nan,1332000,0.0,5696000,497,2177,1,19,프랑스,프랑스,nan,nan,nan,"범죄,스릴러,공포(호러)",앙리 조르주 클루조,"베라 클루조,시몬느 시뇨레"
864,지옥,2010-12-14,3794000,0.0,5307000,497,767,5,59,프랑스,프랑스,nan,해피송,nan,"범죄,드라마",클로드 샤브롤,"엠마누엘 베아르,프랑수아 클뤼제,안드레 윔즈"
864,피아골,1955-09-23,999000,0.0,2841000,497,1418,1,18,한국,한국,백호프로덕션,nan,nan,"드라마,전쟁",이강천,"노경희,김진규,허장강,이예춘"
867,마당을 나온 암탉,2011-07-28,3737897,0.0,14687655397,496,2204870,7,43,한국,한국,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,오성윤,"문소리,박철민,최민식,유승호,홍윤정,김한솔,김상현"
867,밴드 웨건,nan,992000,0.0,5440000,496,2707,1,15,미국,미국,nan,nan,nan,"가족,뮤지컬,코미디",빈센트 미넬리,nan
867,사랑에 관한 짧은 필름,1995-10-14,4756000,0.0,10729000,496,1311,1,47,폴란드,폴란드,nan,(주)영화사 안다미로,연소자관람불가,드라마,크지슈토프 키에슬로프스키,"그라지나 자폴로브스카,올라프 루바스쳉코"
870,초콜렛 고마워,nan,3925000,0.0,5719000,494,794,6,61,프랑스,"프랑스,스위스",nan,해피송,15세관람가,"범죄,스릴러",클로드 샤브롤,"이자벨 위페르,자크 뒤트롱,안나 무글라리스"
871,라쇼몽,nan,1024000,0.0,5835000,492,2338,1,15,nan,nan,nan,nan,nan,nan,nan,nan
872,철화의 박차,nan,985000,0.0,985000,490,490,1,18,미국,미국,nan,nan,nan,서부극(웨스턴),안소니 만,"제임스 스튜어트,자넷 리"
873,이민자들,nan,941000,0.0,941000,489,489,2,11,스웨덴,"스웨덴,뉴질랜드,덴마크,노르웨이",nan,nan,nan,드라마,에릭 포페,nan
874,토니 타키타니,2005-09-22,4717000,0.0,82290000,488,12189,3,19,일본,일본,nan,스폰지,12세관람가,드라마,이치카와 준,"이세이 오가타,미야자와 리에"
875,악의 꽃,nan,3673500,0.0,4917500,487,720,6,57,프랑스,프랑스,nan,해피송,nan,"드라마,스릴러",클로드 샤브롤,"브누와 마지멜,나탈리 베이"
876,4: 클린 아일랜드,nan,2430000,0.0,2430000,486,486,1,22,한국,한국,(주)미스틱스토리,nan,15세이상관람가,드라마,nan,nan
876,미녀와 건달,nan,972000,0.0,4031000,486,2013,1,17,미국,미국,nan,nan,nan,"드라마,멜로/로맨스",빈센트 미넬리,"커크 더글라스,라나 터너"
876,장손,nan,3550000,0.0,3550000,486,486,1,7,한국,한국,nan,nan,nan,"가족,미스터리,드라마",오정민,"이연진,강승호,우상전,손숙"
879,비,nan,970000,0.0,9821000,485,4124,1,27,미국,미국,이십세기폭스필름코퍼레이션,nan,nan,"멜로/로맨스,드라마,범죄",킹 비더,"제니퍼 존스,찰톤 헤스톤"
879,애프터: 유혹의 끝,2024-02-21,3856100,0.0,3856100,485,485,46,120,미국,미국,nan,스튜디오 에이드,15세이상관람가,멜로/로맨스,캐스틸 랜던,"조세핀 랭포드,히어로 파인즈 티핀"
881,라 보,nan,11611300,0.0,67659800,484,2996,6,65,미국,미국,nan,nan,nan,공연,nan,nan
882,몬테크리스,2019-11-14,5304200,0.0,31471200,483,2539,12,98,한국,한국,(주)비프로,(주)비프로,12세이상관람가,"뮤지컬,공연",이동원,nan
883,CISFF2022 : 개막작,nan,3374000,0.0,3374000,482,482,1,2,기타,기타,nan,nan,nan,기타,nan,nan
883,은술잔,nan,1061000,0.0,7661000,482,3787,1,24,미국,미국,nan,nan,nan,"멜로/로맨스,드라마",빅터 사빌,"피에르 안젤리,자크 오부컨"
883,종각,nan,964000,0.0,4009000,482,2002,1,24,한국,한국,nan,nan,nan,드라마,양주남,"허장강,장민호"
886,녹원의 천사,nan,962000,0.0,6959000,481,3011,1,11,미국,미국,메트로-골드윈-마이어,nan,nan,"드라마,가족",클라렌스 브라운,nan
886,정직한 후보,2020-02-12,4341000,0.0,12860738030,481,1538789,2,7,한국,한국,"(주)수필름,(주)홍필름",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디,장유정,"라미란,김무열,나문희,윤경호,장동주,송영창,온주완,조한철,손종학,조수향,윤세아,김용림,박성준,임영우,안세호,김나윤,고규필,이도엽,양나영,주민찬,김봉만,우미화,박성준,이동희,전진오,강숙,박정표,김원영,이애린,박예슬,박예슬,홍승균,안진영,한동호,조윤지,유이준,안재현,신지우,정용실,김희수,박재범,정소용,강충훈,김현진,이동원,이하늘,이대겸,정경현,김광태,김호준,양찬주,손성찬,김비비,이은율,신현아,박시윤,유성재,홍의정,옥주리,황연희,정일화,박소윤,김혜주,성현미,노덕이,이옥봉,이덕건,강종성,장건범,남정현,김양희,김은지,박소연,이덕재,김가윤,김영우,노을,박정윤,이윤석,이제용,한유리,김규리,김민영,김민종,김보라,김재훈,나인석,박승민,박주홍,방선혜,신창욱,안현석,양예원,이건민,이재혁,이정구,이지은,이지은,전하림,정열,한준용,이현송,김형균,허철주,허철주,송하균,송하균,송하균,류승무,조주한,문규민,안흥성,박지현,이서율,황인준,신은영,김동욱,강수호,김한상,장현정,유현정,이성훈,최기상,이종철,김남욱,윤서정,안진현,박윤영,김동희,이서율,이규현,류인아,김주아,김정문,김민지,오만석,김근영,신나리,김하나"
888,로미오와 줄리엣,nan,14654400,0.0,14654400,480,480,14,55,독일,독일,nan,nan,nan,공연,존 크랑코,nan
888,어벤져스: 에이지 오브 울트,2015-04-23,5384400,0.0,88645598646,480,10504487,2,34,미국,미국,nan,"월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아(주)",12세이상관람가,"액션,어드벤처,판타지,SF",조스 웨던,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨,제레미 레너,돈 치들,애 테일러 존슨,엘리자베스 올슨,폴 베타니,코비 스멀더스,제임스 스페이더,사무엘 L. 잭슨,수현"
890,라 트라비아타,nan,13264300,0.0,13264300,479,479,6,66,미국,미국,nan,nan,nan,공연,nan,nan
890,킹덤 2,1998-07-17,7623000,0.0,7623000,479,479,4,30,덴마크,덴마크,덴마크 라디오,(주)엣나인필름,18세 미만인 자는 관람 수 없는 등급,"공포(호러),드라마,미스터리,코미디","라스 폰 트리에,모르텐 아른프레드","피터 마이긴드,기타 노비"
892,미쓰백,2018-10-11,5164000,0.0,6053830066,477,723657,1,3,한국,한국,영화사 배,(주)리틀빅픽쳐스,15세이상관람가,드라마,이지원,"한지민,김시아,이희준,권소현,백수장,장영남,김선영,이주영,이정은,전석호,조민준,윤송아,이승민,신수정,이지원,김지혜,김지희,박지선,강가미,김미선,김민기,한용환,김보민,김호창,김보민"
893,탈옥,nan,1194000,0.0,4380500,475,2084,1,25,미국,미국,nan,nan,nan,"드라마,서부극(웨스턴)",데이비드 밀러,"커크 더글라스,지나 롤랜즈"
894,제로니모족의 역습,nan,953000,0.0,953000,474,474,1,15,미국,미국,nan,nan,nan,"서부극(웨스턴),드라마,어드벤처",루이스 R. 포스터,"로날드 레이건,론다 플레밍,브루스 버네트"
895,"시민 여러분, 반갑습니다",nan,4250000,0.0,4250000,473,473,1,6,한국,한국,nan,nan,nan,다큐멘터리,민아영,nan
895,하이큐!! 콘셉트의 싸움,2018-01-11,4488896,0.0,193852996,473,26693,4,27,일본,일본,nan,"(주)이놀미디어,(주)팝엔터테인먼트",12세이상관람가,애니메이션,미츠나카 스스무,nan
897,보카치오 70,nan,947000,0.0,5192000,472,1986,1,6,이탈리아,"이탈리아,프랑스",nan,nan,nan,"코미디,판타지,멜로/로맨스","비토리오 데 시카,페데리코 펠리니,루치노 비스콘티","아니타 에크베르그,페피노 드 필리포,로미 슈나이더,토마스 밀리언,소피아 로렌"
898,사미 스티치,nan,923000,0.0,923000,471,471,2,14,스웨덴,스웨덴,nan,nan,nan,다큐멘터리,nan,nan
899,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,3269500,0.0,7060628280,470,894826,8,43,한국,한국,(주)씨제이이엔,(주)씨제이이엔,전체관람가,애니메이션,변영규,"김영은,김채하,신용우,양정화,김현지,강새봄,강성우,강성우,김다올,김다올,김도희,김명준,김현지,박선영,박시윤,신용우,양정화, 영,이현,이현,이상호,이상호,이소은,이소은,이유서,홍승효,홍승효,조현정,최재호"
899,황혼,nan,951000,0.0,5838000,470,2510,1,12,미국,미국,nan,nan,nan,드라마,윌리엄 와일러,"로렌스 올리비에,제니퍼 존스"
901,누 쓴 사나이,nan,948000,0.0,1726000,469,785,1,18,미국,미국,nan,nan,nan,"범죄,드라마",알프레드 히치콕,"헨리 폰다,베라 마일즈"
902,람보르기니: 전설이 된 남자,2023-08-23,3468000,0.0,3468000,468,468,5,56,이탈리아,이탈리아,nan,(주)누리픽쳐스,12세이상관람가,드라마,바비 모레스코,"미라 소르비노,프랭크 그릴로,가브리엘 번"
902,사람보,nan,936000,0.0,2696000,468,1343,1,15,프랑스,"프랑스,이탈리아",nan,nan,nan,"액션,드라마",세르지오 그리코,nan
904,백탑지광,nan,3016000,0.0,3016000,467,467,1,4,중국,중국,nan,nan,nan,기타,장,nan
905,브레이브 온 파이어,2024-04-17,3669178,0.0,3669178,466,466,38,173,미국,미국,nan,(주)박수엔터테인먼트,12세이상관람가,"액션,드라마","피터 파시넬리,닉 라이온","피터 파시넬리,애셔 앤젤,피오나 도리프"
906,아이 캔 스피크,2017-09-21,2931000,0.0,25556743986,465,3284322,2,22,한국,한국,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규,김선경"
907,사바야,nan,464000,0.0,464000,464,464,4,21,스웨덴,스웨덴,nan,nan,nan,다큐멘터리,nan,nan
908,서부 전 이상 없다,nan,937000,0.0,3399000,461,1692,1,12,미국,미국,유니버셜 픽쳐스,nan,nan,"드라마,전쟁,액션",루이스 마일스톤,nan
909,코만치 영역,nan,920000,0.0,920000,460,460,1,12,미국,미국,nan,nan,nan,"어드벤처,멜로/로맨스",조지 셔먼,"모린 오하라,맥도날드 캐리"
910,아파트 열쇠를 빌려드립니다,nan,973000,0.0,5472000,458,2713,1,15,미국,미국,nan,nan,nan,"멜로/로맨스,코미디,드라마",빌리 와일더,"잭 레먼,셜리 맥클레인"
911,선생님의 애완동물,nan,914000,0.0,1402000,457,701,1,12,미국,미국,nan,nan,nan,코미디,조지 시튼,"클라크 게이블,도리스 데이,마미 반 도렌"
912,버드맨 오브 알카트라즈,nan,912000,0.0,2549000,456,1046,1,14,미국,미국,nan,nan,nan,드라마,존 프랑켄하이머,"버트 랭커스터,칼 말든,베티 필드"
913,스타탄생,nan,1094000,0.0,2174000,455,893,1,16,미국,미국,nan,nan,nan,"뮤지컬,멜로/로맨스",조지 쿠커,"주디 갈란드,제임스 메이슨,잭 카슨"
913,정부,nan,915000,0.0,2337000,455,847,1,12,미국,미국,nan,nan,nan,"드라마,스릴러,미스터리",빌리 와일더,"타이 파워,마를렌 디트리히,찰스 로튼"
915,사랑을 합시다,nan,908000,0.0,12829000,454,5906,1,12,미국,미국,nan,nan,nan,"코미디,뮤지컬,멜로/로맨스",조지 쿠커,"마릴린 몬로,이브 몽땅,토니 랜달,윌프리드 하이드 화이트"
916,앙드레 류: 러브 이즈 올 어라운드,2023-09-12,8973000,0.0,8973000,452,452,15,69,네덜란드,네덜란드,nan,(주)케빈앤컴퍼니,nan,공연,앙드레 류,nan
917,새벽의 기수,nan,901000,0.0,3605000,451,1539,1,21,미국,미국,nan,nan,nan,"액션,서부극(웨스턴),어드벤처",로버트 N. 브래드베리,"존 웨인,야키마 카눗"
917,즐거운 영혼,nan,902000,0.0,1312000,451,656,1,15,영국,영국,nan,nan,nan,"코미디,판타지",데이빗 린,"렉스 해리슨,콘스탄스 커밍스"
919,밤은 돌아오지 않는다,nan,894000,0.0,4983000,447,2053,1,15,미국,미국,nan,nan,nan,드라마,헨리 킹,"제니퍼 존스,제이슨 로바즈"
920,The CMR2022 장철수의 큐레이션 1,nan,3122000,0.0,3122000,446,446,3,7,한국,한국,nan,nan,nan,기타,nan,nan
920,명탐정 필립,nan,892000,0.0,4362000,446,1656,1,12,미국,미국,nan,nan,nan,"범죄,미스터리",하워드 혹스,"험프리 보가트,로렌 바콜"
922,잃어버린 순간,nan,880000,0.0,2454000,440,1227,1,12,미국,미국,nan,nan,nan,드라마,nan,수잔 헤이워드
923,지젤,nan,13377500,0.0,13377500,439,439,10,58,네덜란드,네덜란드,nan,nan,nan,공연,nan,nan
924,거상의 길,nan,875000,0.0,10235000,435,4819,1,21,미국,미국,nan,nan,nan,"드라마,어드벤처",윌리엄 디터리,"엘리자베스 테일러,피터 핀치,다나 앤드류스"
925,무법지대,nan,983000,0.0,6125000,434,2979,1,26,미국,미국,메트로-골드윈-마이어,nan,nan,"범죄,드라마,미스터리",존 스터지스,nan
925,아이다호,nan,4537000,0.0,57917900,434,7066,2,30,미국,미국,nan,nan,nan,드라마,구스 반 산트,"리버 피닉스,키아누 리브스"
925,열정,nan,4147000,0.0,16626200,434,1707,1,37,일본,일본,nan,(주)트리플픽쳐스,nan,드라마,하마구치 류스케,"오카 나오,카와이 아오바,오카모 류타"
928,마르셀리노,1990-04-07,830000,0.0,6573000,433,3277,1,20,스페인,"스페인,이탈리아",nan,nan,연소자관람가,드라마,"라디슬라오 바흐다,안토니오 비코","라파엘 리벨레스,후안 카르보,안토니오 비코,조스 마르코 다보"
929,라탈랑트,nan,4064500,0.0,6295500,432,795,2,44,프랑스,프랑스,고몽 프랑코 필름 얼버트,nan,nan,"드라마,멜로/로맨스",장 비,"미셸 시몽,디타 파를로"
