title,date
"Tourists Avoid Valdez, Flock To Rest Of Alaska Midsummer ... ",1989-08-06
Doren Asks Lax Oreai For For Oil-Gas Industry. Jennifer ... ,1989-08-06
Joe Sludge Does Impossible Completes Alaskan Cleanup. ,1989-08-07
Make Drilling Ban Permanent For Sta. ,1989-08-08
Biologists Say Eagles Dying. ,1989-08-08
The Albany Herald ,1989-08-09
Commodities ,1989-08-09
Unnatural Stillness Haunts Prince William Sound. ,1989-08-09
"Nc Gas Prices Lower, Despite Tax Increase. ",1989-08-12
China Oil Blaze Toll 1 1. ,1989-08-14
Alaska Sues Over Oil Spill. ,1989-08-15
New Straits Times ,1989-08-15
Aquino Softens Oil Hike Impact. Postponed The Aug. 1 Fuel ... ,1989-08-15
"Alaska Sues Exxon, Six Other Firms. Spill Damages Could Be ",1989-08-15
Mexican Government Hopes To Increase Its Oil Efficiency. ,1989-08-15
Alaska Suing 7 Firms Over Valdez Oil Spill. ,1989-08-16
"Alaska Files Suit Against Exxon, Others Over Spill. ",1989-08-16
Alaska Sues Exxon And 6 Other Oil Companies Over Oil Spill. ,1989-08-16
Oil Companies Sued Over Alaska Spill. ,1989-08-16
"Exxon Gone, Valdez Sets For Winter. ",1989-08-16
Monument Back In Profit At. ,1989-08-16
"Alaska Sues Exxon, Firms Over Oil Spill. ",1989-08-16
Alaska Files Billion-Dollar Oil-Spill Suit. ,1989-08-16
"Alaska Files Suit Over Spill. Exxon, Six Others Charged With ",1989-08-16
Sues Over Oil Spill. ,1989-08-16
China Fines 5 Major Companies For Illegal Activities. ,1989-08-16
China Fines Companies For Their Illegal Actions. ,1989-08-16
Alaska Sues Exxon Corp. Over Oil Spill. 6 Other Firms ... ,1989-08-16
"Alaska Files Oil Spill Lawsuit Against Exxon, Others. ",1989-08-16
Dog Manners. ,1989-08-16
"4a Lewiston Tribunewednesday, August 16, 1989. Alaska Sues ",1989-08-16
Exxon And 6 Other Oil Companies Sued By Alaska Over Valdez ,1989-08-16
"Alaska Sues Exxon, Others Over Oil Spill. ",1989-08-16
"Alaska Files Oil-Spill Lawsuit. Global Report Exxon, 6 Other ... ",1989-08-16
"Alaska Suing Exxon, 6 Other Oil Companies. ",1989-08-16
Consortium Over Spill. ,1989-08-16
Alaska Sues Exxon Corp. Ver Valdez. Oil Spill. ,1989-08-16
Uncertain Winter For Valdez As Exxon Prepares To Depart. ,1989-08-17
Oil Imports Top 50 Percent For First Time In 12 Years. ,1989-08-17
Suit Demands Exxon Restore Alaska Coast. ,1989-08-17
"Classified Or Thursday, August. Valdez Braces For Uncertain ",1989-08-17
Ire Bracing For Mcertain Bracing Winter Uncertain Winter. ,1989-08-17
Record-Journal ,1989-08-17
Valdez Braces For Uncertain Winter. ,1989-08-17
Imported Oil Use Tops 50 Percent; First Time Since 77. ,1989-08-17
Valdez Braces For Major Changes. Town Will Face Uncertain ,1989-08-17
Oil Imports Supply Half Of Demand ,1989-08-17
Imported Oil Usage Balloons. ,1989-08-17
Oil Prospects Lowered I. ,1989-08-17
"Lpg, Avgas Prices Increased Today. By Marichu Villanueva. ",1989-08-17
Stillness Was Haunting After Alaska Spill. ,1989-08-17
Suit Seeks Oil-Industry Fund To Restore Alaska Coastline. ,1989-08-17
Authorities Ok Solvent For Cleanup. ,1989-08-24
Cgt Hoping To... ,1989-08-24
Exxon Cleanup Creates New Woes. ,1989-08-25
Brazilian Spills. ,1989-08-25
Alaska Claims. Cleanup Fails. ,1989-08-25
Turmoil Feared Over Oil Hikes. By Amante Bigornia Who ... ,1989-08-25
Warning ,1989-08-25
Clear-Air Needs Leading To Cleaner Gas. ,1989-08-27
"Warning Chemicals Known To The State To Cause Cancer, Birth ",1989-08-28
Congressional Oil Spill Bill Fight Anticipated. By Diane Duston ,1989-10-02
Congressional Oil Spill Bill Fight Anticipated. By Diane Duston ,1989-10-02
I Oil Spill Bill Debate Due. ,1989-10-02
Catastrophic Care Faces Repeal: Foley. ,1989-10-02
House Is Expected To Act On Renegotiated Oil-Spill Measure. ,1989-10-02
Foley Predicts Doom For Catastrophic Care. ,1989-10-02
Floor Fight Expected On House Oil Spill Bill. ,1989-10-02
Cocoa Hits 16-Year Low Over Ivory Coast Worries. ,1989-10-03
Business Briefs. ,1989-10-03
Commodity Roundup. ,1989-10-03
In Our Opinion Strategic Oil Leasing Plan Could Leave Us. At ,1989-10-03
Serious Motorists Take Their Motor Oil Seriously. ,1989-10-03
"Usx Seeks Buyer For Txo Oil, Gas. Reserves ",1989-10-03
Stayi Job. ,1989-10-04
The Region It Columbus Bladen. Now You Can Have Your Say ,1989-10-04
Gettysburg Times ,1989-10-05
Europeans Meet With Eye To Cooperation ,1989-10-05
Pumice Powder Assures Satiny Finish On Wood. ,1989-10-05
Chevron To Modernize Refinery. ,1989-10-05
Sun Begins Modernization Work. ,1989-10-06
Schenectady Gazette ,1989-10-06
Crude Oil Leak. ,1989-10-06
Exxon Skipper's Trial Likely To Move. ,1989-10-07
Travel Alaska: Tourists Are Still The State's Pipeline. ,1989-10-07
Star-News ,1989-10-08
Crude Oil Prices. ,1989-10-08
Gas Prices Steady As Crude Oil Supplies Rise. ,1989-10-09
Oil Firms Fight Transport Rule. ,1989-10-10
Signs Point To Another Oil Crisis. ,1989-10-10
25 Press-Courier Stenard. Port Hueneme Camarillo. Oil Moves ,1989-10-10
Oil Futures Prices Rise. ,1989-10-10
Oil Found Off African Coast. ,1989-10-12
New Oil Find Off African Coast. ,1989-10-12
"When This Guy Talks, The Whole Office Listens. Douglas ... ",1989-10-13
Sarasota Herald-Tribune ,1989-10-13
To Develop Cleanup Plans Or... ,1989-10-14
Energy Efficiency May Be Factor In The Future. ,1989-10-14
Sarasota Herald-Tribune ,1989-10-14
Refugees ,1989-10-15
New Straits Times ,1989-10-16
Alaska Gets Tough. ,1989-10-16
To Develop Cleanup Plans Or... ,1989-10-16
Boca Raton News ,1989-10-17
Commodity Roundup Fi. ,1989-10-17
Ex-Tanker Captain Claims Immunity. ,1989-10-18
"While World Prays, Crews Search For Survivors. World Leaders ",1989-10-18
Us Has Again Become Vulnerable To Opec. ,1989-10-18
Copper Prices Off Agai. ,1989-10-19
Consumer Prices Rise By 0.2 Percent During September. ,1989-10-19
Prices Unaffected. ,1989-10-19
Ex-Tanker Captain Claims Immunity. ,1989-10-19
Consumer Prices Rise A Modest 0.2 Percent. ,1989-10-19
Petroleum Futures. Futures Tradly On The New York Mercantile ,1989-10-19
Gold ,1989-10-19
Consumer Prices. ,1989-10-19
"Amoco, Ashland Oil Cos. Report Drops In Profits. ",1989-10-19
Oil Production Reported. ,1989-10-19
Petronas Considering Malacca Refinery Bids. ,1989-10-20
Consumer Prices Climb Slightly. Unexpectedly Modest Increase ,1989-10-20
X-Exxon Captain Claims Immunity. ,1989-10-20
Aldez Captain Claims Immunity. ,1989-10-20
Prices Unaffected. ,1989-10-20
Sarasota Herald-Tribune ,1989-10-21
Commodities: Review. ,1989-10-23
Oil Earnings Mixed. ,1989-10-23
Sarasota Herald-Tribune ,1989-10-25
Corvallis Spill Being Cleaned Up. ,1989-10-25
Commodities ,1989-10-25
Exxon Claims It's. ,1989-10-25
Recession Fears Fuel Copper Futures Selloff. ,1989-10-25
Sales Drop Hits Shell. ,1989-10-25
Sales Drop Hits Shel. ,1989-10-25
Preserve Weather Factory. ,1989-10-25
"Texas Disaster Illustrates Inherent Risk, Refiners Say. By ... ",1989-10-25
Shevardnadze Meets With Critic In Poland ,1989-10-25
New Straits Times ,1989-10-25
Oil Futures Prices End Mixed. ,1989-10-26
Opec To Set New Production Quota As Prices Drop. ,1989-10-26
All.. Dead River Pioneered Cash-On-Aelivery Fuel-Oil Sales. ,1989-10-26
Alaska Oil Tanker Denied Docking. ,1989-10-27
Alaska Stops Big Oil Tanker. ,1989-10-27
Dockage Denied. ,1989-10-27
No Spill Response Plan Alaska Bars Tanker From Port. ,1989-10-27
Tanker Idled For Lack Of Spill Plan ,1989-10-27
Oil Tanker Kept From Docking. ,1989-10-27
From Oil Bust Not Complete. ,1989-10-30
Opec's Best Friend? America! ,1989-10-30
"Profits Fall At Shell, Mobile And Chevron ",1989-10-31
Opecs Best Friend Is American Driver. ,1989-10-31
Mechanics Creating Huge Oil Spills Diabetes Dangerous If ... ,1989-11-01
Page 30. Marketing Pacts Could Hurt Opec. ,1989-11-06
Leg Well Platform Operational. ,1989-11-09
Tial Relatives From Committing Was Relieved From His Post By ,1989-11-15
Opec Stymied In Year-Long Bid For Oil Accord. ,1989-11-26
Warning ,1989-11-27
The Victoria Advocate. Wednesday November 29.1989-5b Opec ,1989-11-29
"Sarasota Herald-Tribunewednesday, November 29, 1989. Opec ",1989-11-29
Opec Officials Ok Oil Production Limit. ,1989-11-29
Shell Slapped $25m Fine For Oil Spill. ,1989-12-01
"Japan To Keep Growing, Bank Chief Predicts. ",1989-12-02
New Straits Times ,1989-12-03
Shell Fine Bodes Ill For Ti. ,1989-12-03
Iranian Pledge To Indonesia. ,1989-12-05
Cold Spell Sends Oil Higher. ,1989-12-05
California Panel Makes Areas Off-Limits To Drillers. ,1989-12-07
Environment California Imposes Ban On Off-Shore Drilling. La ,1989-12-07
Cleaning Up The Valdez Mess. ,1989-12-09
The Spokesman-Review ,1989-12-09
Ship Damages Oil Platform In The Suez. ,1989-12-09
Commodities: Review. ,1989-12-11
Recovery For Wildlife May Take Up To 70 Years. By Berliner ,1989-12-11
Ill Fears Revive Talk Of Pipeline. ,1989-12-11
Police Suspect Crosby Committed Suicide As Inheritance Ran Out,1989-12-12
Spill Potential Revives Talk Of Tanker Facility. ,1989-12-12
"Valdez Skipper Must Stand Trial In Alaskan Oil Spill, Judge ... ",1989-12-13
Skipper Ordered To Stand Trial. ,1989-12-13
Sarasota Herald-Tribune ,1989-12-13
"'We Are Just An Ordinary, Middle-Class Family.'. ",1989-12-13
Son Of Late Crooner Commits Suicide. ,1989-12-13
Oil Spill Trial Stays On Course. ,1989-12-13
Japan Trade Surplus Falls. ,1989-12-13
Waste Oil Is No Waste. ,1989-12-13
Report Questions Tanker Safety. Coast Guard Study Calls For ,1989-12-13
Commodities ,1989-12-13
"Exxon, Alaska Squabble Over Trash. ",1989-12-14
Alaska Tells Exxon: Pick Up Garbage. By Jeff Berliner I. ,1989-12-14
Energy Futures Weaken. ,1989-12-14
Of Refinery Due To... ,1989-12-14
Lucky Break For Oil Cartel. ,1989-12-14
Schenectady Gazette ,1989-12-15
Energy Futures Weaken. ,1989-12-15
"Refinery Is Operating, Owners Say. ",1989-12-15
Egypt Raises Oil Prices Cents. ,1989-12-17
Don't Forget The True Christmas. ,1989-12-17
Redoubt Halts Oil Deliveries. ,1989-12-21
Nil Wants Oil Units Back. ,1989-12-21
Commodities ,1989-12-22
"Heating Oil, Orange Juice Futures Rise. ",1989-12-22
The Deseret News ,1989-12-23
Home Heating Oil Prices Surging Here's Why. ,1989-12-23
Profit-Taking Cut Orange Juice Gains. ,1989-12-23
Large Blaze At Oil Refinery Kills Worker. ,1989-12-25
Investigators Seek Cause Of Oil Refinery Explosion ,1989-12-25
Refinery Fire Could Result In Higher Heating Oil Prices. ,1989-12-25
Explosion Closes Refinery. ,1989-12-26
Man Still Missing In Louisiana Refinery Blast. ,1989-12-26
Daily News ,1989-12-26
Blast Could Increase Heating Oil Prices. ,1989-12-26
Y Explosion Prooe Begins. ,1989-12-26
Refinery Fire Under Investigation ,1989-12-26
Refinery Fire Could Result In Higher Heating Oil Prices. ,1989-12-26
Probe Starts At Refinery Hit By Blast. ,1989-12-26
"The Victoria Advocate, Wednesday, December 27, 1989s... Spot ",1989-12-26
Explosion Causes Spot Shortages Of Heating Oil. By Marcy Gordon,1989-12-26
Officials Search For Worker. Following Refinery Explosion ,1989-12-26
One Still Ssing In Refinery Blast. ,1989-12-26
"Exxon Fire Out, Effect On Supplies Uncertain ",1989-12-26
"Weather, Refinery Fire Get Blame For Jump In Local Gasoline ",1989-12-26
Investigation Begins Following Louisiana Refinery Explosion ,1989-12-26
Probe Begins Following Refinery Explosion ,1989-12-26
Cold Snap Drives Heating Oil Prices Above $1 A Gallon ,1989-12-28
Spill Lesson ,1989-12-28
Forecast Sees Renewal Of Foreign Oil Dependence. ,1989-12-28
Oil Index Slips. ,1989-12-28
Cold Snap Causes Eastern Heating Oil Prices To Surge. ,1989-12-28
"Oil, Gas Prices Up 7st A Gallon Conoco Blames Shrinking Supply",1989-12-30
Energy Futures Prices Soar. ,1989-12-30
"Nit; Scandals. Mac Rocked Congress, The Defense Department ",1989-12-30
Hugo Ranked Seventh Among Top Stories. ,1989-12-31
Fed Policy Stays On Even Keel. Interest Rates May Not Be ... ,1989-12-31
Worrying Anew Over Reliance On Oil Imports. By Robert D. ... ,1989-12-31
Micro Dos And Fundamentals Set. ,1990-01-13
"4d-The Victoria Advocate, Sunday, January 28, 1990. Texaco ",1990-01-28
Man Listed As Critical After Truck Fire. ,1990-03-03
Curtails Work. ,1990-03-03
Can Hazelwood Be Convicted Of Trying Something Which Is ... ,1990-03-04
Oil Still Drives Economy Of Permian Basin ,1990-03-04
Coast Guard Attempts To Contain Spill From Barge. ,1990-03-07
Oil Barge Explodes Violently. ,1990-03-07
Oil And Gas Resources Fuel Industrialisation ,1990-03-10
A Public Affair. ,1990-03-12
Goof Sends Oil Flowing. ,1990-03-14
The Spokesman-Review ,1990-03-14
Energy Futures Decline. ,1990-03-14
Cousteau Readies Film On Alaskan Spill. ,1990-03-15
Opec Oil Ministers Won't Be Tinkering With Success. ,1990-03-15
"Copper Futures Climb, Peru Strike Continues. ",1990-03-15
Tanker Spill Cleanup Hailed As Beach Opens. ,1990-03-15
The Deseret News ,1990-03-18
"A Year Later, Alaskan Oil Spill Is Hidden But Not Gone. ... ",1990-03-18
Observer-Reporter ,1990-03-18
"A Year Later, Alaska Still Bears Spill's Oily Scars. ",1990-03-18
One Year Later Worst Oil Spill Is Hidden But Not Gone. ,1990-03-18
Some Damage From Valdez Oil Spill. Daily Democrat Difficult. ,1990-03-18
Specials Look At Oil Spill. ,1990-03-18
Washington Mayor Holds Ground. ,1990-03-18
Opec Leaders Ag... ,1990-03-18
Nation's Worst Oil Spill Remains Evident. ,1990-03-18
"1o, Ooo Oil Spills Are Estimated Since Exxon Valdez. ",1990-03-20
"Lawrence Journal-World Tuesday, Mar. 20, 1990 Page I. ... ",1990-03-20
"One Year Later, Oil Spill Is Hidden, Not Gone. ",1990-03-20
"Oil Spills Mount, Us. Policy Blamed. ",1990-03-20
"Report: 10,000 Oil Spills Have Occurred Since Valdez. ",1990-03-20
Report Predicts Onslaught Of Oil Spills. ,1990-03-20
"A Year Later, Nation's Worst Spill Hidden, But Not Gone. ",1990-03-20
Mobil Expanding Texas Refinery. ,1990-03-22
Legal Cleanup Begins On Disaster. ,1990-03-22
One Year After Valdez Spill. Environmentalists Vent Their ... ,1990-03-22
Outrage Over Spills Spurs Crackdown On Oil Industry. ,1990-03-22
Legal Cleanup Begins In... ,1990-03-22
"Producers Expect Price Of Oil To Drop, Then Rise. ",1990-03-26
Spokane Chronicle ,1990-03-26
The Verdict. ,1990-03-26
Legal Cleanup Begins In Oil Spill. ,1990-03-26
"Nation Hazelwood Leaves Town, Legal Cleanup Beginning. ",1990-03-26
Now Exxon's Legal Cleanup Begins. ,1990-03-26
Exxon's Role In Disaster. ,1990-03-26
Legal Cleanup Under Way In Alaska. ,1990-03-26
Oil Spill Leaves Legal Swamp. ,1990-03-26
The Albany Herald ,1990-03-26
Legal Cleanup Now Under Way After Exxon Valdez Disaster. ,1990-03-26
Beginning To Face 150-Lawsuit Cleanup. ,1990-03-26
Exxon Legal Cleanup Will Clog Up Courts For Years. ,1990-03-26
Legal Cleanup Starts After Spill Disaster. ,1990-03-26
Large Oil And Gas Reserves In Gulf Of Thailand ,1990-03-27
Oil Futures Remain Mixed. ,1990-03-27
Esso Hopes To Be Top Gas Producer. ,1990-03-28
Oil Futures Remain Mixed. ,1990-03-28
Natural Natural At Record. ,1990-03-30
Ellensburg Daily Record ,1990-03-30
"One Year Later, Nation's Worst Oil Spill Is Hidden But Not ... ",1990-03-30
Report Sees Need For Oil Spill Study. ,1990-03-31
Kentucky New Era ,1990-03-31
Late Buying Boosts Prices Of Crude Oil And Products. ,1990-03-31
More Research Is Needed On Cleaning Up Oil Spills. ,1990-03-31
Crude Runs For Week Show Hike. ,1990-04-07
For Week Show Hike. ,1990-04-08
Valdez Oil Spill Site Is Getting New Lighthouse. By Jeff ... ,1990-05-02
"Soybean Futures Rally, Fall. ",1990-05-02
Infamous Bligh Reef To... ,1990-05-02
Now They'll Light That Reef. ,1990-05-02
What Are Petrochemicals Made Of! ,1990-05-02
Opec Ministers Agree To Cut Output. ,1990-05-02
The Vindicator ,1990-05-02
Gadsden Times ,1990-05-06
Crude Oil Prices. ,1990-05-06
Judgment Day Is On The Way. ,1990-05-06
Uncertainty Caps Investments In Oil. ,1990-05-06
Opec ,1990-05-07
Maple Leaf. ,1990-05-07
Drivers Taken For A Ride? ,1990-05-07
Oil Spill Prevention Bill Gains. ,1990-05-08
Major Oil Spill Danger Seen. Another Valdez-Size Mishap ... ,1990-05-08
Petroleum ,1990-05-08
"Observer-Reporter, Washington, Pa. Wednesday, May 9, 1990. ",1990-05-09
Poles Fire Seaports Closed. ,1990-05-09
Wholesale Prices Fall. ,1990-05-11
Ethyl Promotes Additive To Cut Air Pollution ,1990-05-11
"Kedah Giving Top Priority, Says Tri-Petro. ",1990-05-11
Petrol Products Exports To Continue. ,1990-05-11
50 High Based On... ,1990-05-12
Economy ,1990-05-12
Sarasota Herald-Tribune ,1990-05-12
Oil Washes Ashore In England ,1990-05-16
Commodities ,1990-05-16
Soybean Price Slide Steepens. ,1990-05-16
Crude Effect Of Oil Disaster. ,1990-05-18
Three Killed In Beggs Tank Explosion ,1990-05-18
The Indian Express ,1990-05-18
Crude Effect Of Oil Disaster. ,1990-05-19
Refiners Forced To Hedge In Cpo Futures. ,1990-05-19
Exxon Crews Spread Fertilizer On Oil Spill. ,1990-05-20
Reproductive Harm Are. ,1990-05-21
Warning ,1990-05-21
Stock Index. ,1990-05-22
Petroleum Futures ,1990-05-22
Crude Oil Prices Tumble. ,1990-05-23
Petroleum Futures. ,1990-05-23
Malaysian Helicopters To Clinch Two More Contracts. ,1990-05-23
Cocoa Futures Hit 14-Month High. ,1990-05-25
Reading Eagle ,1990-05-25
Petroleum Futures. ,1990-05-25
Opec's Oil Production Still Above Agreements. ,1990-05-25
"Fiji Keen To Buy Our Oil, Goods. ",1990-05-27
Mcneil Had A Headache; Exxon Ran Aground It. Pays To ... ,1990-05-27
The Victoria Advocate ,1990-05-28
Big Oil Companies Give Lithuania Cold Shoulder. ,1990-05-29
Fuel The Uprising. ,1990-05-29
Commodity Roundup Ji. ,1990-05-30
Copper Futures Tumble. ,1990-05-30
"We Can Become Major Producer, Says Mida. ",1990-05-31
Energy Futures Advance. ,1990-05-31
Quake Rattles Oil Market. ,1990-05-31
Sarasota Herald-Tribune ,1990-07-03
"Beans, Pork Boosted By Forecasts. ",1990-07-03
Company Proposes Oil. Environmentalists Shun Idea For Sound,1990-07-03
Puget Pipeline Sought By Canadians. ,1990-07-03
Petroleum ,1990-07-06
Hike In Oil Barrel Fee... ,1990-07-06
Clip This Coupon Now Before You Forget! ,1990-07-07
"Exxon Valdez New Name, New Place. ",1990-07-07
Exxon Valdez To Be Renamed. Tanker Involved In Alaska Oil ,1990-07-07
Exxon Valdei Is Getting A New Name. ,1990-07-07
Exxon Valdez Gets New Name. ,1990-07-07
The Telegraph-Herald ,1990-07-08
The Indian Express ,1990-07-08
Exxon Valdez In Service Under Name Of Exxon Mediterranean ,1990-07-08
Litre Dragging Its Feet On Assam Projects. ,1990-07-09
Wholesale Gas Prices Surge. ,1990-07-10
Residents Question Refinery Representatives. ,1990-07-12
Cabinet Deregulates Oil Prices. By Ramon Tomelddh. ,1990-07-12
Bacteria Role Hailed In Gulf Oil Cleanup. ,1990-07-13
Oil Firms Driven To Clean Up Acts. ,1990-07-13
Other Side Of The Gasoline Controversy. ,1990-07-14
Conoco Wins State Approval To Build Plant. ,1990-07-14
Oil Prices Soar On Saudi Decision ,1990-07-14
Gas Prices In Lexington Area Match The National Average. ,1990-07-16
Oil-Hungry Microbes Face First Big Test At Alaska Oil Spill. ,1990-07-16
"The Victoria Advocate, July 17, Oil Futures Higher; ... ",1990-07-17
Local Stocks. ,1990-07-18
The Argus-Press ,1990-07-18
Oil-Processing Units Completed. By The Associated. Press ... ,1990-07-18
Units Shipped To Alaska. Workers Finish Oil Modules. ,1990-07-18
Crude Oil Prices Drop. ,1990-07-18
Questor Drilling Sold; Expansion Seen. ,1990-07-20
Crude Oil Futures Mostly Higher. ,1990-07-21
Crude Oil Futures Rise. ,1990-07-21
Crippled Tanker Loses Oil. ,1990-07-22
Threats From Iraq Casting Shadow On Opec Meeting. ,1990-07-23
"Gas Prices Hold Steady, Cheaper Crude Oil Cited. ",1990-07-23
Sarasota Herald-Tribune ,1990-07-24
Kuwaiti Minister Confident Of Talks. ,1990-07-24
Opec Ministers Gather For Critical Talks. ,1990-07-24
Oil Futures Advance; Opec Agreement Nears. ,1990-07-24
Oil Firms Profits Mixed. ,1990-07-24
The Union Democrat ,1990-07-25
Political Tensions Rise As Opec Gathers. ,1990-07-25
Soybean Futures Tumble. ,1990-07-25
Opec Ministers Gather For Oil Talks. ,1990-07-26
Oil Prices Fall For Pledge. Markets Respond To Iraq's Vow Of ,1990-07-26
Exciting Mix Of Both Worlds. ,1990-07-26
Feds Won't Probe Idaho Gas Prices. ,1990-07-26
Opec Ministers Clinch Deal To Raise Prices By $3 A Barrel. ... ,1990-07-26
Let's Resist Iraq Threat To Kuwait. ,1990-07-26
Opec Ministers In Talks That Could Lead To Oil Price Increase,1990-07-26
"Opec Agrees To Cut Output, Raise Oil Price. ",1990-07-26
Opec Ministers Hold Key Meeting. ,1990-07-26
Opec Ministers Ok Higher Price For Oil. ,1990-07-27
House-Senate Panel Approves Oil Spill Bill. By George Lobsenz,1990-07-27
Opec Erst Quick To Reach Agreement. ,1990-07-27
Experts Foresee Gasoline Price Hike. ,1990-07-27
New York Stock Exchange... Price Of Oil May Increase By 1991,1990-07-27
Opec Close To Agreement On Oil Production Ceiling. ,1990-07-27
Opec Settles On Crude Oil Price. ,1990-07-27
Iraq Urges Opec To Raise Oil Prices. ,1990-07-27
Opec Ministers Agree To Raise Cartel's Crude Oil Target Price,1990-07-27
Opec Leaders Agree On Hike In Oil Prices. ,1990-07-27
Bill Would Create 7 Billion Spill Cleanup Fund. ,1990-07-27
"4c Lewiston Tribune Tribunefriday, July 27, 1990. Feds Won't ",1990-07-27
Opec Ministers Reach Preliminary Agreement To Boost Crude ,1990-07-27
"Opec Tightens Grip, Raises Prices. ",1990-07-27
Opec ,1990-07-27
"Texas Oil Spill Spreads, Double-Hull Tanker Lessens ... ",1990-07-30
Crude Oil Prices Breaking New Ground. ,1990-10-10
Crude Oil Price Hits Record High. ,1990-10-10
Oil Prices Close At Record Levels. ,1990-10-10
Saddam's Threat To Use Missiles Makes Oil Futures Top $40. ,1990-10-10
Crude Oil Prices Swing Wildly. By Patrick Lee. ,1990-10-18
Despite Wholesale Cost Decline. Little Chance For Gas ... ,1990-10-24
Higher Oil Prices Will Boost Farm Costs. ,1990-10-24
Oil Industry Reports Mixed Bag Of Profits And Losses. If ... ,1990-10-30
Manufacturing Rising Oil Prices Save Factory Orders. ,1990-11-01
Experts Say Outbreak Of War Could Easily Triple Oil Prices. ,1990-11-01
Il Officials Say War Would Upset Prices. ,1990-11-01
Oil Care The Iraqi Offer Of Holiday Visits Came Just Hours ... ,1990-11-01
The Day The War Starts Prices Will Explode. ,1990-11-01
Tripled ,1990-11-01
Nation ,1990-11-01
War's Toll: $3 A Gallon For Gasoline. ,1990-11-01
Experts Say Gulf War Could Triple Oil Prices. ,1990-11-01
Experts Say Gulf War Could Hike Gas Prices To $3 A Gallon ,1990-11-01
Experts: Gulf War Could Triple Oil Prices To Us. ,1990-11-01
War Could Triple Oil Prices. ,1990-11-01
May Hike Gas To $3. ,1990-11-01
The Aryan Times. Thursday November C900. Crude Oil. Pri ... ,1990-11-01
Experts Say War In Gulf Could Triple Oil Prices. ,1990-11-01
Gulf War Could Triple Oil Prices. ,1990-11-01
Experts: War Could Triple Gas Prices At Pump. ,1990-11-01
Industry Experts Say Gulf War Could Triple Price Of Oil. ,1990-11-01
Experts Say Gulf War Could Triple Oil Prices. ,1990-11-01
Explosion Of Oil Prices Likely In War. ,1990-11-01
Foes Gathering Ammo For Fight Over Puget Sound Oil Pipeline,1990-11-04
Energy Conservation Measures. ,1990-11-05
Non-Opec Oil Output Falls In Third Quarter. ,1990-11-05
Oil Prices May Settle As Trading Stabilizes. Strategists ... ,1990-11-06
Oil Markets Calmer. Traders Less Influenced By War Rumors. ,1990-11-06
Oil Prices Slide As Trading Frenzy Begins To Subside. ,1990-11-06
Oil Markets Calmer. Traders Less Influenced By War Rumors. ,1990-11-06
Prices Of Crude Oil Decline. ,1990-11-06
Lawrence Journal-World ,1990-11-06
Oil Prices Fall As Market Recovers From Gulf Jitters'. ,1990-11-06
Saudi Output Undercuts Oil Prices. ,1990-11-06
The Price Of Crude Oil. ,1990-11-07
"Gas Prices Dip For Now, At Least. ",1990-11-07
Urge ,1990-11-07
New Oil Price Hike. By Villanueva The ,1990-11-08
"Locally, Most Stations Have Not Yet Adjusted Their Prices. ",1990-11-08
"World Oil Glut Should Drive Prices Down In Near Future, ... ",1990-11-09
Oil Spokesman Strikes To Improve's Industry Image. ,1990-11-09
Waging War With Iraq For Oil Won't Help America. ,1990-11-09
Lodi News-Sentinel ,1990-11-09
Oil Nrices Shoot Un. ,1990-11-09
No Price Gouging. ,1990-11-10
The Press-Courier ,1990-11-11
Old Hand At... ,1990-11-11
Oil Executive Disputes Price-Gouging Claims. ,1990-11-11
The Indian Express ,1990-11-11
Big Oil's Top Spokesman Accustomed To Criticism. ,1990-11-11
Herald-Journal ,1990-11-11
"Webster, Amoco Officials Plan To Meet Tuesday. ",1990-11-11
Asean Oil Ministers Meet Here Tomorrow. Oil Ministers In The ,1990-11-12
Commodities Review. ,1990-11-12
Oil Futures Prices Fall. ,1990-11-12
Iroquois Natural Gas Would Be Pegged To Fluctuating Oil Price,1990-11-13
'De-Escalation Of War Premium'. Oil Drops $2 As War Seems ,1990-11-13
Warning ,1990-11-13
Warning ,1990-11-13
Us Energy Official Sees No Fuel Price Gouging. ,1990-11-14
Energy Department Finds No Gouging On Gas Profits. ,1990-11-14
Official Sees No Gouging. ,1990-11-14
Crude Solution ,1990-11-14
"Aviation Fuel Costs Rise, Gas For Cars Stays Stable. ",1990-11-14
Oil Energy Agency Doesn't Find Fuel Price Gouging. Industry ,1990-11-14
"The Victoria Advocate, Wednesday, November 14, 1990-5b. Feds ",1990-11-14
Agency Finds No Signs Of Gouging But Fuel Price Hikes Still ,1990-11-14
Crude Oil Price Drops. ,1990-11-15
Oil Prices Fall Slightly. ,1990-11-15
Oil Spilled In North Atlantic. ,1990-11-16
Iraq's Hussein Won't Budge. ,1990-11-16
Norwegian Tanker Spills 4 Million Gallons Of Oil. ,1990-11-16
Oil Prospectors Search Globe For New Sources Of Suppl. ,1990-11-16
The Victoria Advocate ,1990-11-16
Feeling Gouged At The Gas Pump? Industry If. It Spokesman ... ,1990-11-16
Over 4 Million Gallons Of Oil Spilled. ,1990-11-17
Tanker Spills Over 4 Million Gallons Of Oil State Revenue ... ,1990-11-17
Tanker May Have Lost 6 Million Gallons Of Oil. ,1990-11-17
Corrections ,1990-11-17
Storm Cause Of Huge Oil Spill? ,1990-11-17
In Brief. Tanker Spills Millions Of Crude. ,1990-11-17
